,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,zhangs_metric
32,"frozenset({'Erythromycin', 'Gram_ID_Negative'})",frozenset({'Penicillin'}),0.2809917355371901,0.4793388429752066,0.27823691460055094,0.9901960784313725,2.065753887762001,0.143546661202559,53.10743801652852,0.717537270968476
33,"frozenset({'Gram_ID_Negative', 'Penicillin'})",frozenset({'Erythromycin'}),0.3085399449035813,0.45454545454545453,0.27823691460055094,0.9017857142857142,1.9839285714285713,0.1379914850989231,5.553719008264457,0.7172498126306653
34,"frozenset({'Gram_ID_Negative', 'Oxacillin'})",frozenset({'Penicillin'}),0.24793388429752067,0.4793388429752066,0.24517906336088155,0.9888888888888889,2.0630268199233717,0.12633472212735924,46.85950413223158,0.6851463143597976
35,"frozenset({'Gram_ID_Negative', 'Oxacillin'})",frozenset({'Erythromycin'}),0.24793388429752067,0.45454545454545453,0.2369146005509642,0.9555555555555556,2.102222222222222,0.12421738041572752,12.272727272727284,0.6971633018144647
36,"frozenset({'Erythromycin', 'Gram_ID_Negative', 'Oxacillin'})",frozenset({'Penicillin'}),0.2369146005509642,0.4793388429752066,0.2369146005509642,1.0,2.086206896551724,0.12335223003893177,inf,0.6823104693140793
37,"frozenset({'Gram_ID_Negative', 'Oxacillin', 'Penicillin'})",frozenset({'Erythromycin'}),0.24517906336088155,0.45454545454545453,0.2369146005509642,0.9662921348314607,2.1258426966292134,0.1254695717505635,16.181818181818194,0.7016211169580717
38,"frozenset({'Gram_ID_Negative', 'Oxacillin'})","frozenset({'Erythromycin', 'Penicillin'})",0.24793388429752067,0.3415977961432507,0.2369146005509642,0.9555555555555556,2.7973118279569893,0.15222093208569543,14.814049586776875,0.8543317147968312
39,"frozenset({'Decade_2010-2020', 'Gram_ID_Negative'})",frozenset({'Penicillin'}),0.1928374655647383,0.4793388429752066,0.18732782369146006,0.9714285714285714,2.0266009852216746,0.09489333606538715,18.223140495867764,0.6275848223248343
40,"frozenset({'Erythromycin', 'Decade_2010-2020', 'Gram_ID_Negative'})",frozenset({'Penicillin'}),0.17079889807162535,0.4793388429752066,0.16804407713498623,0.9838709677419355,2.0525583982202447,0.08617353095189309,32.28099173553722,0.6184303687163009
41,"frozenset({'Decade_2010-2020', 'Gram_ID_Negative', 'Oxacillin'})",frozenset({'Penicillin'}),0.15702479338842976,0.4793388429752066,0.15426997245179064,0.9824561403508771,2.0496067755595884,0.07900188967055985,29.67768595041313,0.6074929971988796
42,"frozenset({'Decade_2010-2020', 'Gram_ID_Negative', 'Oxacillin'})",frozenset({'Erythromycin'}),0.15702479338842976,0.45454545454545453,0.1487603305785124,0.9473684210526315,2.0842105263157893,0.07738542449286251,10.363636363636353,0.6171023965141613
43,"frozenset({'Erythromycin', 'Decade_2010-2020', 'Gram_ID_Negative', 'Oxacillin'})",frozenset({'Penicillin'}),0.1487603305785124,0.4793388429752066,0.1487603305785124,1.0,2.086206896551724,0.07745372583839902,inf,0.6116504854368932
44,"frozenset({'Decade_2010-2020', 'Gram_ID_Negative', 'Oxacillin', 'Penicillin'})",frozenset({'Erythromycin'}),0.15426997245179064,0.45454545454545453,0.1487603305785124,0.9642857142857143,2.1214285714285714,0.07863761582769847,15.272727272727279,0.6250452406804199
45,"frozenset({'Decade_2010-2020', 'Gram_ID_Negative', 'Oxacillin'})","frozenset({'Erythromycin', 'Penicillin'})",0.15702479338842976,0.3415977961432507,0.1487603305785124,0.9473684210526315,2.7733446519524616,0.09512100721717551,12.509641873278225,0.7585330428467684
46,"frozenset({'Erythromycin', 'Decade_2000-2009', 'Gram_ID_Negative'})",frozenset({'Penicillin'}),0.11019283746556474,0.4793388429752066,0.11019283746556474,1.0,2.086206896551724,0.05737313025066594,inf,0.5851393188854489
47,"frozenset({'Decade_2000-2009', 'Gram_ID_Negative', 'Penicillin'})",frozenset({'Erythromycin'}),0.12121212121212122,0.45454545454545453,0.11019283746556474,0.9090909090909091,2.0,0.05509641873278237,5.999999999999997,0.5689655172413793
48,"frozenset({'Sex_F', 'Gram_ID_Negative'})",frozenset({'Penicillin'}),0.13774104683195593,0.4793388429752066,0.12672176308539945,0.92,1.9193103448275863,0.06069712906677595,6.5082644628099215,0.5554938185859147
49,"frozenset({'Erythromycin', 'Sex_F', 'Gram_ID_Negative'})",frozenset({'Penicillin'}),0.1184573002754821,0.4793388429752066,0.11570247933884298,0.9767441860465116,2.0376904570970327,0.058921294082826765,22.388429752066077,0.5776785714285714
50,"frozenset({'Sex_F', 'Gram_ID_Negative', 'Penicillin'})",frozenset({'Erythromycin'}),0.12672176308539945,0.45454545454545453,0.11570247933884298,0.9130434782608695,2.008695652173913,0.058101677936388686,6.272727272727268,0.5750337990085624
51,"frozenset({'Sex_F', 'Erythromycin', 'Penicillin'})",frozenset({'Gram_ID_Negative'}),0.12396694214876033,0.33884297520661155,0.11570247933884298,0.9333333333333333,2.7544715447154475,0.07369715183389114,9.917355371900829,0.7270889487870621
52,"frozenset({'Sex_F', 'Gram_ID_Negative', 'Oxacillin'})",frozenset({'Penicillin'}),0.10743801652892562,0.4793388429752066,0.10743801652892562,1.0,2.086206896551724,0.05593880199439929,inf,0.5833333333333333
53,"frozenset({'Sex_F', 'Gram_ID_Negative', 'Oxacillin'})",frozenset({'Erythromycin'}),0.10743801652892562,0.45454545454545453,0.10192837465564739,0.9487179487179487,2.0871794871794873,0.05309291259704483,10.636363636363628,0.5835835835835835
54,"frozenset({'Erythromycin', 'Sex_F', 'Gram_ID_Negative', 'Oxacillin'})",frozenset({'Penicillin'}),0.10192837465564739,0.4793388429752066,0.10192837465564739,1.0,2.086206896551724,0.05307014548186599,inf,0.5797546012269938
55,"frozenset({'Sex_F', 'Gram_ID_Negative', 'Oxacillin', 'Penicillin'})",frozenset({'Erythromycin'}),0.10743801652892562,0.45454545454545453,0.10192837465564739,0.9487179487179487,2.0871794871794873,0.05309291259704483,10.636363636363628,0.5835835835835835
56,"frozenset({'Sex_F', 'Erythromycin', 'Oxacillin', 'Penicillin'})",frozenset({'Gram_ID_Negative'}),0.10743801652892562,0.33884297520661155,0.10192837465564739,0.9487179487179487,2.799874921826141,0.06552375748468911,12.892561983471065,0.7202202202202201
57,"frozenset({'Sex_F', 'Gram_ID_Negative', 'Oxacillin'})","frozenset({'Erythromycin', 'Penicillin'})",0.10743801652892562,0.3415977961432507,0.10192837465564739,0.9487179487179487,2.777295285359801,0.06522778498736426,12.838842975206601,0.716966966966967
58,frozenset({'Rifampin'}),frozenset({'Erythromycin'}),0.31955922865013775,0.45454545454545453,0.29476584022038566,0.9224137931034482,2.029310344827586,0.14951164537941394,7.0303030303030205,0.7454311551704565
59,frozenset({'Rifampin'}),frozenset({'Oxacillin'}),0.31955922865013775,0.39944903581267216,0.29201101928374656,0.9137931034482759,2.2876337693222357,0.1643633935144078,6.966391184573007,0.8272095332671301
60,"frozenset({'Erythromycin', 'Rifampin'})",frozenset({'Oxacillin'}),0.29476584022038566,0.39944903581267216,0.2837465564738292,0.9626168224299065,2.409861424427973,0.16600262580728395,16.064738292011018,0.829566140776699
61,"frozenset({'Rifampin', 'Oxacillin'})",frozenset({'Erythromycin'}),0.29201101928374656,0.45454545454545453,0.2837465564738292,0.9716981132075471,2.1377358490566034,0.1510142749812171,19.2727272727272,0.7517283064485664
62,"frozenset({'Rifampin', 'Penicillin'})",frozenset({'Erythromycin'}),0.2644628099173554,0.45454545454545453,0.25895316804407714,0.9791666666666666,2.154166666666667,0.1387427998998247,26.181818181818134,0.7284245756633995
63,"frozenset({'Rifampin', 'Penicillin'})",frozenset({'Oxacillin'}),0.2644628099173554,0.39944903581267216,0.2534435261707989,0.9583333333333334,2.399137931034483,0.1478041117410013,14.413223140495882,0.7928676111382511
64,"frozenset({'Erythromycin', 'Rifampin', 'Penicillin'})",frozenset({'Oxacillin'}),0.25895316804407714,0.39944903581267216,0.25068870523415976,0.9680851063829786,2.4235509904622154,0.14725011193831627,18.817263544536214,0.7926385881776216
65,"frozenset({'Erythromycin', 'Oxacillin', 'Penicillin'})",frozenset({'Rifampin'}),0.2727272727272727,0.31955922865013775,0.25068870523415976,0.9191919191919192,2.8764367816091956,0.16353618832957673,8.420454545454549,0.8969780219780218
66,"frozenset({'Rifampin', 'Penicillin', 'Oxacillin'})",frozenset({'Erythromycin'}),0.2534435261707989,0.45454545454545453,0.25068870523415976,0.9891304347826085,2.176086956521739,0.13548710242925116,50.18181818181744,0.7239365800251408
67,"frozenset({'Rifampin', 'Penicillin'})","frozenset({'Erythromycin', 'Oxacillin'})",0.2644628099173554,0.3333333333333333,0.25068870523415976,0.9479166666666665,2.8437499999999996,0.16253443526170797,12.799999999999965,0.8814668477589825
68,"frozenset({'Gram_ID_Negative', 'Rifampin'})",frozenset({'Penicillin'}),0.2396694214876033,0.4793388429752066,0.22589531680440772,0.9425287356321839,1.9663099484740387,0.11101245361200282,9.0595041322314,0.6463414634146342
69,"frozenset({'Gram_ID_Negative', 'Rifampin'})",frozenset({'Oxacillin'}),0.2396694214876033,0.39944903581267216,0.22589531680440772,0.9425287356321839,2.3595719381688465,0.13015959747740363,10.449586776859498,0.7578207847295864
70,"frozenset({'Gram_ID_Negative', 'Oxacillin'})",frozenset({'Rifampin'}),0.24793388429752067,0.31955922865013775,0.22589531680440772,0.9111111111111111,2.8511494252873564,0.1466657559820595,7.654958677685949,0.863307424283034
71,"frozenset({'Gram_ID_Negative', 'Rifampin'})",frozenset({'Erythromycin'}),0.2396694214876033,0.45454545454545453,0.22589531680440772,0.9425287356321839,2.0735632183908046,0.11695467067367894,9.490909090909083,0.6809384941675504
72,"frozenset({'Gram_ID_Negative', 'Rifampin', 'Oxacillin'})",frozenset({'Penicillin'}),0.22589531680440772,0.4793388429752066,0.22589531680440772,1.0,2.086206896551724,0.11761491701386517,inf,0.6725978647686833
73,"frozenset({'Gram_ID_Negative', 'Rifampin', 'Penicillin'})",frozenset({'Oxacillin'}),0.22589531680440772,0.39944903581267216,0.22589531680440772,1.0,2.503448275862069,0.13566165031228894,inf,0.7758007117437724
74,"frozenset({'Gram_ID_Negative', 'Oxacillin', 'Penicillin'})",frozenset({'Rifampin'}),0.24517906336088155,0.31955922865013775,0.22589531680440772,0.9213483146067416,2.883184812088338,0.14754608443564116,8.651318378591109,0.8653195656044151
75,"frozenset({'Gram_ID_Negative', 'Rifampin'})","frozenset({'Oxacillin', 'Penicillin'})",0.2396694214876033,0.3168044077134986,0.22589531680440772,0.9425287356321839,2.975112443778111,0.14996698768299072,11.887603305785117,0.8731442205726406
76,"frozenset({'Gram_ID_Negative', 'Oxacillin'})","frozenset({'Rifampin', 'Penicillin'})",0.24793388429752067,0.2644628099173554,0.22589531680440772,0.9111111111111111,3.4451388888888888,0.16032602508936095,8.27479338842975,0.9437148217636023
77,"frozenset({'Erythromycin', 'Gram_ID_Negative', 'Rifampin'})",frozenset({'Penicillin'}),0.22589531680440772,0.4793388429752066,0.22589531680440772,1.0,2.086206896551724,0.11761491701386517,inf,0.6725978647686833
78,"frozenset({'Gram_ID_Negative', 'Rifampin', 'Penicillin'})",frozenset({'Erythromycin'}),0.22589531680440772,0.45454545454545453,0.22589531680440772,1.0,2.2,0.12321562734785876,inf,0.7046263345195731
79,"frozenset({'Gram_ID_Negative', 'Rifampin'})","frozenset({'Erythromycin', 'Penicillin'})",0.2396694214876033,0.3415977961432507,0.22589531680440772,0.9425287356321839,2.7591768631813123,0.14402477062131458,11.45619834710743,0.8385471898197243
80,"frozenset({'Gram_ID_Negative', 'Erythromycin', 'Rifampin'})",frozenset({'Oxacillin'}),0.22589531680440772,0.39944903581267216,0.22589531680440772,1.0,2.503448275862069,0.13566165031228894,inf,0.7758007117437724
81,"frozenset({'Gram_ID_Negative', 'Erythromycin', 'Oxacillin'})",frozenset({'Rifampin'}),0.2369146005509642,0.31955922865013775,0.22589531680440772,0.9534883720930233,2.9837610264635126,0.1501870697963861,14.629476584022047,0.871268820991459
82,"frozenset({'Gram_ID_Negative', 'Rifampin', 'Oxacillin'})",frozenset({'Erythromycin'}),0.22589531680440772,0.45454545454545453,0.22589531680440772,1.0,2.2,0.12321562734785876,inf,0.7046263345195731
83,"frozenset({'Gram_ID_Negative', 'Rifampin'})","frozenset({'Erythromycin', 'Oxacillin'})",0.2396694214876033,0.3333333333333333,0.22589531680440772,0.9425287356321839,2.8275862068965516,0.14600550964187328,11.599999999999993,0.8500795334040298
84,"frozenset({'Gram_ID_Negative', 'Oxacillin'})","frozenset({'Erythromycin', 'Rifampin'})",0.24793388429752067,0.29476584022038566,0.22589531680440772,0.9111111111111111,3.0909657320872275,0.15281287708034516,7.93388429752066,0.8994907531492898
85,"frozenset({'Erythromycin', 'Gram_ID_Negative', 'Rifampin', 'Penicillin'})",frozenset({'Oxacillin'}),0.22589531680440772,0.39944903581267216,0.22589531680440772,1.0,2.503448275862069,0.13566165031228894,inf,0.7758007117437724
86,"frozenset({'Erythromycin', 'Gram_ID_Negative', 'Rifampin', 'Oxacillin'})",frozenset({'Penicillin'}),0.22589531680440772,0.4793388429752066,0.22589531680440772,1.0,2.086206896551724,0.11761491701386517,inf,0.6725978647686833
87,"frozenset({'Erythromycin', 'Gram_ID_Negative', 'Oxacillin', 'Penicillin'})",frozenset({'Rifampin'}),0.2369146005509642,0.31955922865013775,0.22589531680440772,0.9534883720930233,2.9837610264635126,0.1501870697963861,14.629476584022047,0.871268820991459
88,"frozenset({'Gram_ID_Negative', 'Rifampin', 'Penicillin', 'Oxacillin'})",frozenset({'Erythromycin'}),0.22589531680440772,0.45454545454545453,0.22589531680440772,1.0,2.2,0.12321562734785876,inf,0.7046263345195731
89,"frozenset({'Erythromycin', 'Rifampin', 'Penicillin', 'Oxacillin'})",frozenset({'Gram_ID_Negative'}),0.25068870523415976,0.33884297520661155,0.22589531680440772,0.9010989010989012,2.6593406593406597,0.14095121007217176,6.685032139577603,0.8327205882352942
90,"frozenset({'Erythromycin', 'Gram_ID_Negative', 'Rifampin'})","frozenset({'Oxacillin', 'Penicillin'})",0.22589531680440772,0.3168044077134986,0.22589531680440772,1.0,3.1565217391304348,0.1543306847589342,inf,0.8825622775800712
91,"frozenset({'Erythromycin', 'Gram_ID_Negative', 'Oxacillin'})","frozenset({'Rifampin', 'Penicillin'})",0.2369146005509642,0.2644628099173554,0.22589531680440772,0.9534883720930233,3.605377906976744,0.1632402158322519,15.81404958677687,0.9469930439376596
92,"frozenset({'Gram_ID_Negative', 'Rifampin', 'Penicillin'})","frozenset({'Erythromycin', 'Oxacillin'})",0.22589531680440772,0.3333333333333333,0.22589531680440772,1.0,3.0,0.15059687786960516,inf,0.8612099644128115
93,"frozenset({'Gram_ID_Negative', 'Rifampin', 'Oxacillin'})","frozenset({'Erythromycin', 'Penicillin'})",0.22589531680440772,0.3415977961432507,0.22589531680440772,1.0,2.9274193548387095,0.14872997442494063,inf,0.8505338078291816
94,"frozenset({'Gram_ID_Negative', 'Oxacillin', 'Penicillin'})","frozenset({'Erythromycin', 'Rifampin'})",0.24517906336088155,0.29476584022038566,0.22589531680440772,0.9213483146067416,3.125695684133152,0.1536249041883903,8.966548602912242,0.900970268826776
95,"frozenset({'Gram_ID_Negative', 'Rifampin'})","frozenset({'Erythromycin', 'Oxacillin', 'Penicillin'})",0.2396694214876033,0.2727272727272727,0.22589531680440772,0.9425287356321839,3.455938697318008,0.16053092912597045,12.654545454545445,0.9346500530222693
96,"frozenset({'Gram_ID_Negative', 'Oxacillin'})","frozenset({'Erythromycin', 'Rifampin', 'Penicillin'})",0.24793388429752067,0.25895316804407714,0.22589531680440772,0.9111111111111111,3.5184397163120567,0.16169205200009107,8.33677685950413,0.9517555615116591
97,"frozenset({'Decade_2010-2020', 'Rifampin'})",frozenset({'Oxacillin'}),0.20110192837465565,0.39944903581267216,0.1928374655647383,0.958904109589041,2.400566839867737,0.11250749417541304,14.613406795224959,0.7302955665024632
98,"frozenset({'Decade_2010-2020', 'Rifampin'})",frozenset({'Erythromycin'}),0.20110192837465565,0.45454545454545453,0.1928374655647383,0.958904109589041,2.1095890410958904,0.101427498121713,13.272727272727254,0.6583743842364533
99,"frozenset({'Decade_2010-2020', 'Erythromycin', 'Rifampin'})",frozenset({'Oxacillin'}),0.1928374655647383,0.39944903581267216,0.18732782369146006,0.9714285714285714,2.43192118226601,0.11029908400306598,21.019283746556468,0.7294719935755872
100,"frozenset({'Decade_2010-2020', 'Rifampin', 'Oxacillin'})",frozenset({'Erythromycin'}),0.1928374655647383,0.45454545454545453,0.18732782369146006,0.9714285714285714,2.137142857142857,0.09967443025294266,19.090909090909083,0.6592049789198956
101,"frozenset({'Decade_2010-2020', 'Rifampin'})","frozenset({'Erythromycin', 'Oxacillin'})",0.20110192837465565,0.3333333333333333,0.18732782369146006,0.9315068493150684,2.7945205479452055,0.12029384756657485,9.733333333333327,0.8038032454361056
102,"frozenset({'Decade_2010-2020', 'Rifampin', 'Penicillin'})",frozenset({'Erythromycin'}),0.162534435261708,0.45454545454545453,0.15702479338842976,0.9661016949152542,2.1254237288135593,0.08314550463310795,16.09090909090908,0.6322714681440443
103,"frozenset({'Decade_2010-2020', 'Rifampin', 'Penicillin'})",frozenset({'Oxacillin'}),0.162534435261708,0.39944903581267216,0.15702479338842976,0.9661016949152542,2.418585622443016,0.09210056993678331,17.716253443526163,0.7003693444136656
104,"frozenset({'Decade_2010-2020', 'Erythromycin', 'Rifampin', 'Penicillin'})",frozenset({'Oxacillin'}),0.15702479338842976,0.39944903581267216,0.15426997245179064,0.9824561403508771,2.459528130671506,0.09154657013409831,34.23140495867759,0.7039565826330533
105,"frozenset({'Decade_2010-2020', 'Erythromycin', 'Oxacillin', 'Penicillin'})",frozenset({'Rifampin'}),0.16804407713498623,0.31955922865013775,0.15426997245179064,0.9180327868852459,2.872809496890899,0.1005699367833102,8.301377410468321,0.783585619678335
106,"frozenset({'Decade_2010-2020', 'Rifampin', 'Penicillin', 'Oxacillin'})",frozenset({'Erythromycin'}),0.15702479338842976,0.45454545454545453,0.15426997245179064,0.9824561403508771,2.16140350877193,0.08289506636614075,31.09090909090899,0.6374299719887955
107,"frozenset({'Decade_2010-2020', 'Rifampin', 'Penicillin'})","frozenset({'Erythromycin', 'Oxacillin'})",0.162534435261708,0.3333333333333333,0.15426997245179064,0.9491525423728814,2.8474576271186445,0.10009182736455464,13.11111111111112,0.7747297932330827
108,"frozenset({'Decade_2010-2020', 'Gram_ID_Negative', 'Rifampin'})",frozenset({'Penicillin'}),0.14049586776859505,0.4793388429752066,0.14049586776859505,1.0,2.086206896551724,0.07315074106959907,inf,0.6057692307692307
109,"frozenset({'Decade_2010-2020', 'Gram_ID_Negative', 'Rifampin'})",frozenset({'Erythromycin'}),0.14049586776859505,0.45454545454545453,0.14049586776859505,1.0,2.2,0.07663410969196094,inf,0.6346153846153847
110,"frozenset({'Decade_2010-2020', 'Gram_ID_Negative', 'Rifampin'})",frozenset({'Oxacillin'}),0.14049586776859505,0.39944903581267216,0.14049586776859505,1.0,2.503448275862069,0.08437492885276507,inf,0.6987179487179488
111,"frozenset({'Erythromycin', 'Decade_2010-2020', 'Gram_ID_Negative', 'Rifampin'})",frozenset({'Penicillin'}),0.14049586776859505,0.4793388429752066,0.14049586776859505,1.0,2.086206896551724,0.07315074106959907,inf,0.6057692307692307
112,"frozenset({'Decade_2010-2020', 'Gram_ID_Negative', 'Rifampin', 'Penicillin'})",frozenset({'Erythromycin'}),0.14049586776859505,0.45454545454545453,0.14049586776859505,1.0,2.2,0.07663410969196094,inf,0.6346153846153847
113,"frozenset({'Decade_2010-2020', 'Gram_ID_Negative', 'Rifampin'})","frozenset({'Erythromycin', 'Penicillin'})",0.14049586776859505,0.3415977961432507,0.14049586776859505,1.0,2.9274193548387095,0.0925027889716094,inf,0.766025641025641
114,"frozenset({'Decade_2010-2020', 'Gram_ID_Negative', 'Rifampin', 'Penicillin'})",frozenset({'Oxacillin'}),0.14049586776859505,0.39944903581267216,0.14049586776859505,1.0,2.503448275862069,0.08437492885276507,inf,0.6987179487179488
115,"frozenset({'Decade_2010-2020', 'Gram_ID_Negative', 'Rifampin', 'Oxacillin'})",frozenset({'Penicillin'}),0.14049586776859505,0.4793388429752066,0.14049586776859505,1.0,2.086206896551724,0.07315074106959907,inf,0.6057692307692307
116,"frozenset({'Decade_2010-2020', 'Gram_ID_Negative', 'Oxacillin', 'Penicillin'})",frozenset({'Rifampin'}),0.15426997245179064,0.31955922865013775,0.14049586776859505,0.9107142857142857,2.84990763546798,0.09119747436802284,7.620936639118455,0.7675161269719615
117,"frozenset({'Decade_2010-2020', 'Gram_ID_Negative', 'Rifampin'})","frozenset({'Oxacillin', 'Penicillin'})",0.14049586776859505,0.3168044077134986,0.14049586776859505,1.0,3.1565217391304348,0.09598615759397128,inf,0.7948717948717949
118,"frozenset({'Erythromycin', 'Decade_2010-2020', 'Gram_ID_Negative', 'Rifampin'})",frozenset({'Oxacillin'}),0.14049586776859505,0.39944903581267216,0.14049586776859505,1.0,2.503448275862069,0.08437492885276507,inf,0.6987179487179488
119,"frozenset({'Erythromycin', 'Decade_2010-2020', 'Gram_ID_Negative', 'Oxacillin'})",frozenset({'Rifampin'}),0.1487603305785124,0.31955922865013775,0.14049586776859505,0.9444444444444444,2.9554597701149423,0.09295813127518612,12.247933884297515,0.7772701313535122
120,"frozenset({'Decade_2010-2020', 'Gram_ID_Negative', 'Rifampin', 'Oxacillin'})",frozenset({'Erythromycin'}),0.14049586776859505,0.45454545454545453,0.14049586776859505,1.0,2.2,0.07663410969196094,inf,0.6346153846153847
121,"frozenset({'Decade_2010-2020', 'Gram_ID_Negative', 'Rifampin'})","frozenset({'Erythromycin', 'Oxacillin'})",0.14049586776859505,0.3333333333333333,0.14049586776859505,1.0,3.0,0.09366391184573003,inf,0.7756410256410257
122,"frozenset({'Decade_2010-2020', 'Gram_ID_Negative', 'Erythromycin', 'Rifampin', 'Penicillin'})",frozenset({'Oxacillin'}),0.14049586776859505,0.39944903581267216,0.14049586776859505,1.0,2.503448275862069,0.08437492885276507,inf,0.6987179487179488
123,"frozenset({'Decade_2010-2020', 'Gram_ID_Negative', 'Erythromycin', 'Rifampin', 'Oxacillin'})",frozenset({'Penicillin'}),0.14049586776859505,0.4793388429752066,0.14049586776859505,1.0,2.086206896551724,0.07315074106959907,inf,0.6057692307692307
124,"frozenset({'Decade_2010-2020', 'Gram_ID_Negative', 'Erythromycin', 'Penicillin', 'Oxacillin'})",frozenset({'Rifampin'}),0.1487603305785124,0.31955922865013775,0.14049586776859505,0.9444444444444444,2.9554597701149423,0.09295813127518612,12.247933884297515,0.7772701313535122
125,"frozenset({'Decade_2010-2020', 'Erythromycin', 'Rifampin', 'Penicillin', 'Oxacillin'})",frozenset({'Gram_ID_Negative'}),0.15426997245179064,0.33884297520661155,0.14049586776859505,0.9107142857142857,2.687717770034843,0.0882225713179883,7.40495867768595,0.7424794021843265
126,"frozenset({'Decade_2010-2020', 'Gram_ID_Negative', 'Rifampin', 'Penicillin', 'Oxacillin'})",frozenset({'Erythromycin'}),0.14049586776859505,0.45454545454545453,0.14049586776859505,1.0,2.2,0.07663410969196094,inf,0.6346153846153847
127,"frozenset({'Gram_ID_Negative', 'Decade_2010-2020', 'Erythromycin', 'Rifampin'})","frozenset({'Oxacillin', 'Penicillin'})",0.14049586776859505,0.3168044077134986,0.14049586776859505,1.0,3.1565217391304348,0.09598615759397128,inf,0.7948717948717949
